"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"32515","JPN",2,8,0
"32516","JPN",3,5,2
"32517","JPN",1,5,0
"32518","JPN",NA,7,3
"32519","JPN",2,5,0
"32520","JPN",2,8,0
"32521","JPN",2,7,3
"32522","JPN",3,6,1
"32523","JPN",1,8,2
"32524","JPN",NA,4,0
"32525","JPN",1,7,3
"32526","JPN",2,9,4
"32527","JPN",2,8,0
"32528","JPN",1,10,0
"32529","JPN",1,NA,2
"32530","JPN",1,10,1
"32531","JPN",1,7,2
"32532","JPN",2,7,2
"32533","JPN",2,4,2
"32534","JPN",2,7,2
"32535","JPN",2,8,NA
"32536","JPN",2,8,3
"32537","JPN",2,7,2
"32538","JPN",2,4,2
"32539","JPN",1,8,2
"32540","JPN",2,8,3
"32541","JPN",2,8,3
"32542","JPN",1,9,2
"32543","JPN",1,8,2
"32544","JPN",2,6,0
"32545","JPN",2,4,0
"32546","JPN",1,8,3
"32547","JPN",1,10,2
"32548","JPN",NA,6,0
"32549","JPN",2,8,3
"32550","JPN",2,7,2
"32551","JPN",1,7,NA
"32552","JPN",1,9,2
"32553","JPN",1,6,2
"32554","JPN",2,8,2
"32555","JPN",2,7,0
"32556","JPN",2,7,3
"32557","JPN",3,4,1
"32558","JPN",2,6,2
"32559","JPN",2,5,2
"32560","JPN",2,5,2
"32561","JPN",1,9,1
"32562","JPN",1,NA,2
"32563","JPN",1,10,1
"32564","JPN",3,3,2
"32565","JPN",2,2,2
"32566","JPN",2,7,2
"32567","JPN",2,6,1
"32568","JPN",2,7,2
"32569","JPN",2,8,NA
"32570","JPN",2,8,2
"32571","JPN",1,8,0
"32572","JPN",2,NA,0
"32573","JPN",2,8,2
"32574","JPN",2,8,2
"32575","JPN",2,7,1
"32576","JPN",3,4,2
"32577","JPN",2,6,2
"32578","JPN",2,7,1
"32579","JPN",1,8,1
"32580","JPN",1,7,1
"32581","JPN",3,2,2
"32582","JPN",2,6,3
"32583","JPN",3,3,1
"32584","JPN",2,6,0
"32585","JPN",2,5,3
"32586","JPN",1,7,2
"32587","JPN",2,7,2
"32588","JPN",2,6,2
"32589","JPN",1,7,2
"32590","JPN",2,7,2
"32591","JPN",3,5,2
"32592","JPN",2,6,1
"32593","JPN",2,8,2
"32594","JPN",1,10,0
"32595","JPN",2,6,2
"32596","JPN",2,7,3
"32597","JPN",2,5,2
"32598","JPN",2,6,3
"32599","JPN",1,NA,1
"32600","JPN",2,8,3
"32601","JPN",2,9,2
"32602","JPN",1,10,2
"32603","JPN",2,3,0
"32604","JPN",2,5,1
"32605","JPN",NA,6,2
"32606","JPN",3,6,3
"32607","JPN",1,6,1
"32608","JPN",1,10,3
"32609","JPN",2,7,1
"32610","JPN",2,8,1
"32611","JPN",2,8,2
"32612","JPN",NA,6,0
"32613","JPN",2,NA,1
"32614","JPN",2,7,3
"32615","JPN",2,8,3
"32616","JPN",2,7,1
"32617","JPN",2,9,0
"32618","JPN",2,NA,2
"32619","JPN",1,10,NA
"32620","JPN",1,9,3
"32621","JPN",1,7,2
"32622","JPN",2,5,2
"32623","JPN",1,10,3
"32624","JPN",1,9,0
"32625","JPN",1,10,1
"32626","JPN",2,6,3
"32627","JPN",2,7,1
"32628","JPN",2,7,1
"32629","JPN",NA,7,2
"32630","JPN",1,10,3
"32631","JPN",2,9,1
"32632","JPN",2,3,3
"32633","JPN",1,9,3
"32634","JPN",1,8,2
"32635","JPN",1,8,2
"32636","JPN",2,8,3
"32637","JPN",3,6,2
"32638","JPN",2,5,NA
"32639","JPN",2,4,3
"32640","JPN",1,4,3
"32641","JPN",2,6,3
"32642","JPN",2,7,0
"32643","JPN",1,9,2
"32644","JPN",3,3,3
"32645","JPN",2,9,0
"32646","JPN",2,4,2
"32647","JPN",1,9,1
"32648","JPN",2,7,2
"32649","JPN",2,8,2
"32650","JPN",1,8,2
"32651","JPN",1,9,2
"32652","JPN",2,5,1
"32653","JPN",2,8,0
"32654","JPN",2,7,1
"32655","JPN",3,3,1
"32656","JPN",NA,6,3
"32657","JPN",2,5,0
"32658","JPN",3,3,3
"32659","JPN",2,9,3
"32660","JPN",2,7,0
"32661","JPN",2,4,1
"32662","JPN",2,8,1
"32663","JPN",2,8,3
"32664","JPN",3,10,2
"32665","JPN",2,7,2
"32666","JPN",2,7,0
"32667","JPN",1,8,0
"32668","JPN",1,8,3
"32669","JPN",2,3,2
"32670","JPN",2,7,2
"32671","JPN",2,7,1
"32672","JPN",1,10,2
"32673","JPN",4,2,2
"32674","JPN",2,5,2
"32675","JPN",3,2,1
"32676","JPN",2,8,2
"32677","JPN",1,5,0
"32678","JPN",1,6,2
"32679","JPN",1,7,2
"32680","JPN",1,8,3
"32681","JPN",1,9,0
"32682","JPN",2,6,2
"32683","JPN",2,7,2
"32684","JPN",2,5,1
"32685","JPN",2,6,0
"32686","JPN",2,NA,2
"32687","JPN",2,7,NA
"32688","JPN",1,8,2
"32689","JPN",2,8,0
"32690","JPN",1,8,2
"32691","JPN",3,4,3
"32692","JPN",2,3,0
"32693","JPN",2,9,3
"32694","JPN",2,7,3
"32695","JPN",1,9,2
"32696","JPN",1,8,2
"32697","JPN",1,9,1
"32698","JPN",2,8,3
"32699","JPN",2,7,0
"32700","JPN",2,7,2
"32701","JPN",1,8,2
"32702","JPN",2,9,2
"32703","JPN",1,10,0
"32704","JPN",3,4,2
"32705","JPN",2,3,1
"32706","JPN",2,8,2
"32707","JPN",2,6,2
"32708","JPN",2,7,2
"32709","JPN",4,1,3
"32710","JPN",1,8,0
"32711","JPN",2,5,3
"32712","JPN",2,4,4
"32713","JPN",2,6,3
"32714","JPN",1,9,1
"32715","JPN",2,7,2
"32716","JPN",2,9,3
"32717","JPN",2,6,2
"32718","JPN",2,8,2
"32719","JPN",1,8,3
"32720","JPN",2,5,4
"32721","JPN",3,3,0
"32722","JPN",1,9,2
"32723","JPN",2,7,2
"32724","JPN",2,7,0
"32725","JPN",2,2,2
"32726","JPN",2,9,0
"32727","JPN",2,8,2
"32728","JPN",2,7,3
"32729","JPN",1,8,0
"32730","JPN",1,8,2
"32731","JPN",1,8,1
"32732","JPN",3,1,1
"32733","JPN",1,5,2
"32734","JPN",2,7,2
"32735","JPN",2,9,2
"32736","JPN",2,7,2
"32737","JPN",2,7,2
"32738","JPN",2,7,0
"32739","JPN",1,5,2
"32740","JPN",2,8,0
"32741","JPN",2,7,2
"32742","JPN",2,9,3
"32743","JPN",1,8,1
"32744","JPN",2,3,3
"32745","JPN",1,9,0
"32746","JPN",1,8,4
"32747","JPN",1,9,2
"32748","JPN",2,7,2
"32749","JPN",1,8,4
"32750","JPN",2,6,1
"32751","JPN",3,4,0
"32752","JPN",1,5,2
"32753","JPN",2,7,2
"32754","JPN",1,8,0
"32755","JPN",2,8,1
"32756","JPN",3,3,1
"32757","JPN",2,7,1
"32758","JPN",2,6,1
"32759","JPN",2,7,3
"32760","JPN",1,8,2
"32761","JPN",3,3,0
"32762","JPN",1,8,2
"32763","JPN",1,7,0
"32764","JPN",2,6,1
"32765","JPN",1,9,4
"32766","JPN",1,8,2
"32767","JPN",1,8,2
"32768","JPN",1,9,2
"32769","JPN",1,5,2
"32770","JPN",2,5,4
"32771","JPN",2,7,0
"32772","JPN",2,7,2
"32773","JPN",1,9,2
"32774","JPN",2,6,2
"32775","JPN",1,7,0
"32776","JPN",2,8,2
"32777","JPN",2,NA,2
"32778","JPN",2,4,3
"32779","JPN",2,7,2
"32780","JPN",2,8,0
"32781","JPN",2,5,3
"32782","JPN",2,8,3
"32783","JPN",2,5,2
"32784","JPN",2,8,2
"32785","JPN",2,7,2
"32786","JPN",3,3,2
"32787","JPN",2,8,3
"32788","JPN",2,3,2
"32789","JPN",1,8,3
"32790","JPN",1,10,2
"32791","JPN",1,10,4
"32792","JPN",2,9,3
"32793","JPN",2,7,2
"32794","JPN",2,5,3
"32795","JPN",2,7,NA
"32796","JPN",1,8,2
"32797","JPN",2,7,2
"32798","JPN",2,7,2
"32799","JPN",2,5,2
"32800","JPN",2,7,2
"32801","JPN",2,6,2
"32802","JPN",2,8,2
"32803","JPN",2,6,2
"32804","JPN",2,8,2
"32805","JPN",2,8,3
"32806","JPN",1,8,3
"32807","JPN",2,7,6
"32808","JPN",2,7,0
"32809","JPN",2,5,0
"32810","JPN",2,8,4
"32811","JPN",2,8,3
"32812","JPN",2,5,2
"32813","JPN",2,4,2
"32814","JPN",2,8,2
"32815","JPN",2,8,3
"32816","JPN",1,7,2
"32817","JPN",1,10,2
"32818","JPN",2,6,0
"32819","JPN",2,6,3
"32820","JPN",1,10,3
"32821","JPN",1,9,0
"32822","JPN",2,7,2
"32823","JPN",1,9,2
"32824","JPN",2,8,3
"32825","JPN",2,5,2
"32826","JPN",1,9,3
"32827","JPN",2,8,0
"32828","JPN",2,3,1
"32829","JPN",3,1,2
"32830","JPN",2,8,4
"32831","JPN",2,7,3
"32832","JPN",1,10,0
"32833","JPN",NA,10,3
"32834","JPN",2,5,2
"32835","JPN",3,2,1
"32836","JPN",2,8,2
"32837","JPN",1,9,1
"32838","JPN",2,8,0
"32839","JPN",2,6,1
"32840","JPN",1,7,0
"32841","JPN",2,7,2
"32842","JPN",1,9,0
"32843","JPN",2,8,2
"32844","JPN",2,7,2
"32845","JPN",1,9,1
"32846","JPN",2,7,2
"32847","JPN",1,8,0
"32848","JPN",2,6,4
"32849","JPN",2,5,4
"32850","JPN",2,8,3
"32851","JPN",1,7,4
"32852","JPN",2,7,1
"32853","JPN",1,8,2
"32854","JPN",2,8,2
"32855","JPN",1,8,1
"32856","JPN",2,6,2
"32857","JPN",1,9,2
"32858","JPN",1,9,4
"32859","JPN",1,8,3
"32860","JPN",2,9,2
"32861","JPN",1,5,2
"32862","JPN",3,5,0
"32863","JPN",3,8,2
"32864","JPN",2,7,0
"32865","JPN",2,8,3
"32866","JPN",2,7,3
"32867","JPN",1,8,2
"32868","JPN",2,8,1
"32869","JPN",1,8,1
"32870","JPN",2,7,1
"32871","JPN",2,7,2
"32872","JPN",1,9,4
"32873","JPN",2,10,2
"32874","JPN",2,6,2
"32875","JPN",2,4,3
"32876","JPN",NA,3,3
"32877","JPN",2,6,3
"32878","JPN",2,2,1
"32879","JPN",2,8,2
"32880","JPN",2,6,2
"32881","JPN",2,4,2
"32882","JPN",3,4,2
"32883","JPN",2,5,2
"32884","JPN",2,8,1
"32885","JPN",2,8,2
"32886","JPN",1,8,2
"32887","JPN",1,8,3
"32888","JPN",2,6,3
"32889","JPN",1,9,2
"32890","JPN",3,7,0
"32891","JPN",2,5,3
"32892","JPN",1,9,1
"32893","JPN",2,7,0
"32894","JPN",2,9,3
"32895","JPN",2,7,1
"32896","JPN",2,5,2
"32897","JPN",NA,4,1
"32898","JPN",2,8,1
"32899","JPN",2,5,2
"32900","JPN",2,6,0
"32901","JPN",1,8,3
"32902","JPN",2,8,1
"32903","JPN",1,7,0
"32904","JPN",2,6,2
"32905","JPN",1,8,3
"32906","JPN",2,6,2
"32907","JPN",NA,3,3
"32908","JPN",3,4,0
"32909","JPN",2,5,NA
"32910","JPN",1,9,2
"32911","JPN",2,7,2
"32912","JPN",2,7,2
"32913","JPN",3,3,0
"32914","JPN",2,8,2
"32915","JPN",3,2,3
"32916","JPN",2,7,2
"32917","JPN",2,10,0
"32918","JPN",1,8,2
"32919","JPN",1,8,2
"32920","JPN",2,8,4
"32921","JPN",3,2,2
"32922","JPN",NA,3,2
"32923","JPN",2,7,3
"32924","JPN",2,7,0
"32925","JPN",1,9,2
"32926","JPN",1,8,3
"32927","JPN",2,7,3
"32928","JPN",1,8,3
"32929","JPN",1,9,1
"32930","JPN",2,6,3
"32931","JPN",2,7,3
"32932","JPN",2,5,2
"32933","JPN",2,6,2
"32934","JPN",1,9,0
"32935","JPN",3,5,0
"32936","JPN",2,3,2
"32937","JPN",1,10,3
"32938","JPN",2,7,2
"32939","JPN",2,5,1
"32940","JPN",3,5,2
"32941","JPN",1,8,2
"32942","JPN",1,8,3
"32943","JPN",2,7,3
"32944","JPN",2,7,0
"32945","JPN",2,7,1
"32946","JPN",2,5,2
"32947","JPN",2,3,2
"32948","JPN",2,7,0
"32949","JPN",3,4,2
"32950","JPN",3,4,2
"32951","JPN",2,9,3
"32952","JPN",2,8,3
"32953","JPN",1,8,2
"32954","JPN",2,5,0
"32955","JPN",2,7,0
"32956","JPN",1,8,4
"32957","JPN",2,7,1
"32958","JPN",2,6,3
"32959","JPN",1,8,3
"32960","JPN",2,6,0
"32961","JPN",2,7,1
"32962","JPN",3,4,1
"32963","JPN",3,3,2
"32964","JPN",2,7,2
"32965","JPN",1,7,3
"32966","JPN",1,9,0
"32967","JPN",2,8,2
"32968","JPN",2,8,2
"32969","JPN",2,8,3
"32970","JPN",2,7,3
"32971","JPN",2,7,2
"32972","JPN",1,8,3
"32973","JPN",3,5,2
"32974","JPN",2,7,2
"32975","JPN",2,5,2
"32976","JPN",1,9,2
"32977","JPN",3,4,2
"32978","JPN",2,8,NA
"32979","JPN",3,7,0
"32980","JPN",2,7,4
"32981","JPN",1,9,2
"32982","JPN",3,3,3
"32983","JPN",2,7,2
"32984","JPN",2,6,4
"32985","JPN",2,5,0
"32986","JPN",3,4,4
"32987","JPN",2,8,2
"32988","JPN",2,7,2
"32989","JPN",1,10,4
"32990","JPN",2,7,0
"32991","JPN",1,7,2
"32992","JPN",3,4,2
"32993","JPN",2,8,2
"32994","JPN",2,8,1
"32995","JPN",NA,2,1
"32996","JPN",1,8,3
"32997","JPN",1,8,2
"32998","JPN",1,10,2
"32999","JPN",2,6,2
"33000","JPN",2,7,2
"33001","JPN",1,8,4
"33002","JPN",2,9,4
"33003","JPN",1,8,2
"33004","JPN",1,10,2
"33005","JPN",2,7,2
"33006","JPN",1,9,NA
"33007","JPN",2,8,2
"33008","JPN",3,5,2
"33009","JPN",3,3,3
"33010","JPN",1,9,2
"33011","JPN",2,7,2
"33012","JPN",1,8,3
"33013","JPN",2,8,2
"33014","JPN",2,4,0
"33015","JPN",1,10,1
"33016","JPN",2,7,2
"33017","JPN",1,7,3
"33018","JPN",1,8,2
"33019","JPN",2,7,3
"33020","JPN",3,5,2
"33021","JPN",1,10,2
"33022","JPN",2,9,2
"33023","JPN",1,8,2
"33024","JPN",3,3,2
"33025","JPN",2,8,2
"33026","JPN",2,5,0
"33027","JPN",2,5,3
"33028","JPN",2,6,0
"33029","JPN",2,7,1
"33030","JPN",2,5,3
"33031","JPN",1,7,2
"33032","JPN",2,8,0
"33033","JPN",1,8,2
"33034","JPN",1,8,4
"33035","JPN",2,6,2
"33036","JPN",1,10,2
"33037","JPN",2,7,2
"33038","JPN",4,3,0
"33039","JPN",2,6,2
"33040","JPN",2,7,2
"33041","JPN",1,8,2
"33042","JPN",2,NA,3
"33043","JPN",2,7,0
"33044","JPN",3,5,3
"33045","JPN",2,4,2
"33046","JPN",1,9,2
"33047","JPN",3,2,2
"33048","JPN",1,7,2
"33049","JPN",2,7,2
"33050","JPN",2,6,2
"33051","JPN",3,6,1
"33052","JPN",2,8,3
"33053","JPN",1,6,4
"33054","JPN",4,1,2
"33055","JPN",2,8,2
"33056","JPN",3,2,1
"33057","JPN",2,7,2
"33058","JPN",2,8,2
"33059","JPN",2,8,1
"33060","JPN",1,10,2
"33061","JPN",1,8,1
"33062","JPN",2,8,3
"33063","JPN",2,10,2
"33064","JPN",2,7,NA
"33065","JPN",2,6,0
"33066","JPN",2,7,2
"33067","JPN",3,3,2
"33068","JPN",2,8,3
"33069","JPN",1,10,2
"33070","JPN",1,10,1
"33071","JPN",2,8,2
"33072","JPN",1,9,1
"33073","JPN",2,4,1
"33074","JPN",1,7,1
"33075","JPN",2,8,2
"33076","JPN",2,4,2
"33077","JPN",2,7,2
"33078","JPN",2,10,3
"33079","JPN",2,7,3
"33080","JPN",2,7,2
"33081","JPN",2,5,3
"33082","JPN",2,7,2
"33083","JPN",2,8,2
"33084","JPN",2,3,2
"33085","JPN",2,4,3
"33086","JPN",2,8,2
"33087","JPN",2,7,2
"33088","JPN",2,8,2
"33089","JPN",1,7,2
"33090","JPN",1,6,0
"33091","JPN",2,5,2
"33092","JPN",2,6,3
"33093","JPN",1,10,2
"33094","JPN",1,8,0
"33095","JPN",2,5,2
"33096","JPN",2,8,2
"33097","JPN",2,10,1
"33098","JPN",2,7,3
"33099","JPN",1,10,3
"33100","JPN",1,8,3
"33101","JPN",2,8,3
"33102","JPN",1,9,0
"33103","JPN",2,6,0
"33104","JPN",2,8,2
"33105","JPN",2,8,0
"33106","JPN",1,8,2
"33107","JPN",2,8,2
"33108","JPN",2,6,1
"33109","JPN",2,9,0
"33110","JPN",2,7,0
"33111","JPN",1,8,2
"33112","JPN",2,8,0
"33113","JPN",1,9,3
"33114","JPN",1,10,3
"33115","JPN",1,9,NA
"33116","JPN",2,7,2
"33117","JPN",2,5,2
"33118","JPN",2,3,1
"33119","JPN",1,9,2
"33120","JPN",2,6,2
"33121","JPN",2,8,2
"33122","JPN",2,7,2
"33123","JPN",2,3,2
"33124","JPN",1,10,2
"33125","JPN",2,6,2
"33126","JPN",3,3,0
"33127","JPN",NA,5,0
"33128","JPN",2,8,2
"33129","JPN",2,8,2
"33130","JPN",2,8,2
"33131","JPN",2,8,0
"33132","JPN",2,6,0
"33133","JPN",2,8,3
"33134","JPN",1,9,2
"33135","JPN",1,8,2
"33136","JPN",2,7,2
"33137","JPN",1,8,2
"33138","JPN",3,4,1
"33139","JPN",2,5,0
"33140","JPN",1,8,0
"33141","JPN",3,3,0
"33142","JPN",1,9,2
"33143","JPN",2,6,2
"33144","JPN",2,8,0
"33145","JPN",2,6,2
"33146","JPN",2,8,2
"33147","JPN",2,7,2
"33148","JPN",3,3,2
"33149","JPN",2,7,4
"33150","JPN",2,6,0
"33151","JPN",2,7,2
"33152","JPN",2,8,2
"33153","JPN",2,8,2
"33154","JPN",2,6,3
"33155","JPN",1,9,3
"33156","JPN",2,9,2
"33157","JPN",2,3,5
"33158","JPN",2,8,3
"33159","JPN",1,7,2
"33160","JPN",3,3,0
"33161","JPN",1,7,2
"33162","JPN",2,5,2
"33163","JPN",2,8,0
"33164","JPN",3,2,2
"33165","JPN",1,7,0
"33166","JPN",2,2,3
"33167","JPN",2,7,2
"33168","JPN",2,8,3
"33169","JPN",2,8,1
"33170","JPN",3,5,1
"33171","JPN",2,4,2
"33172","JPN",1,7,3
"33173","JPN",2,6,2
"33174","JPN",2,3,2
"33175","JPN",2,5,3
"33176","JPN",2,9,2
"33177","JPN",1,8,0
"33178","JPN",3,4,0
"33179","JPN",1,6,0
"33180","JPN",2,7,3
"33181","JPN",1,8,0
"33182","JPN",2,6,0
"33183","JPN",1,6,1
"33184","JPN",1,9,2
"33185","JPN",1,7,2
"33186","JPN",1,9,0
"33187","JPN",1,8,2
"33188","JPN",1,7,3
"33189","JPN",2,5,2
"33190","JPN",1,10,0
"33191","JPN",1,8,3
"33192","JPN",2,5,0
"33193","JPN",3,1,2
"33194","JPN",2,7,1
"33195","JPN",2,8,1
"33196","JPN",2,5,2
"33197","JPN",2,7,2
"33198","JPN",2,7,0
"33199","JPN",3,4,0
"33200","JPN",2,8,1
"33201","JPN",2,6,2
"33202","JPN",2,7,12
"33203","JPN",1,6,2
"33204","JPN",1,10,0
"33205","JPN",1,5,2
"33206","JPN",2,5,2
"33207","JPN",2,5,2
"33208","JPN",2,8,1
"33209","JPN",2,7,2
"33210","JPN",1,4,0
"33211","JPN",2,7,1
"33212","JPN",NA,NA,2
"33213","JPN",1,8,0
"33214","JPN",2,5,3
"33215","JPN",2,5,0
"33216","JPN",2,9,3
"33217","JPN",2,8,2
"33218","JPN",4,1,0
"33219","JPN",2,6,0
"33220","JPN",2,7,3
"33221","JPN",1,8,2
"33222","JPN",2,5,1
"33223","JPN",2,7,0
"33224","JPN",2,3,2
"33225","JPN",2,7,2
"33226","JPN",2,8,0
"33227","JPN",1,5,2
"33228","JPN",1,9,1
"33229","JPN",1,8,3
"33230","JPN",1,10,3
"33231","JPN",2,8,2
"33232","JPN",2,7,2
"33233","JPN",1,9,2
"33234","JPN",1,8,3
"33235","JPN",2,6,2
"33236","JPN",2,5,2
"33237","JPN",1,7,6
"33238","JPN",1,6,3
"33239","JPN",1,9,1
"33240","JPN",2,8,2
"33241","JPN",2,3,1
"33242","JPN",3,4,0
"33243","JPN",2,8,2
"33244","JPN",3,5,2
"33245","JPN",2,7,1
"33246","JPN",2,5,0
"33247","JPN",NA,6,2
"33248","JPN",1,NA,1
"33249","JPN",2,7,3
"33250","JPN",2,6,0
"33251","JPN",2,3,1
"33252","JPN",1,8,2
"33253","JPN",2,3,5
"33254","JPN",2,4,2
"33255","JPN",1,9,0
"33256","JPN",2,8,2
"33257","JPN",2,4,0
"33258","JPN",1,9,2
"33259","JPN",1,8,2
"33260","JPN",2,6,2
"33261","JPN",1,10,2
"33262","JPN",2,6,0
"33263","JPN",2,8,1
"33264","JPN",2,8,2
"33265","JPN",3,6,3
"33266","JPN",1,8,0
"33267","JPN",2,5,2
"33268","JPN",1,10,0
"33269","JPN",2,5,3
"33270","JPN",2,1,0
"33271","JPN",2,3,2
"33272","JPN",2,5,0
"33273","JPN",1,10,0
"33274","JPN",2,8,1
"33275","JPN",2,8,2
"33276","JPN",1,10,2
"33277","JPN",2,3,0
"33278","JPN",2,7,0
"33279","JPN",2,8,2
"33280","JPN",1,9,2
"33281","JPN",1,8,2
"33282","JPN",2,5,0
"33283","JPN",2,6,1
"33284","JPN",1,7,2
"33285","JPN",1,9,2
"33286","JPN",2,7,3
"33287","JPN",2,8,0
"33288","JPN",2,6,1
"33289","JPN",3,4,2
"33290","JPN",2,7,2
"33291","JPN",3,4,2
"33292","JPN",NA,3,2
"33293","JPN",1,7,1
"33294","JPN",2,7,2
"33295","JPN",NA,4,2
"33296","JPN",2,7,2
"33297","JPN",NA,4,0
"33298","JPN",1,8,0
"33299","JPN",2,9,2
"33300","JPN",1,8,2
"33301","JPN",2,6,0
"33302","JPN",2,8,0
"33303","JPN",1,5,1
"33304","JPN",2,5,2
"33305","JPN",2,7,2
"33306","JPN",1,8,0
"33307","JPN",2,9,2
"33308","JPN",1,8,0
"33309","JPN",3,6,2
"33310","JPN",2,6,0
"33311","JPN",1,9,3
"33312","JPN",2,7,2
"33313","JPN",1,9,0
"33314","JPN",2,10,0
"33315","JPN",1,7,3
"33316","JPN",1,9,3
"33317","JPN",NA,4,1
"33318","JPN",1,8,2
"33319","JPN",1,7,0
"33320","JPN",2,6,3
"33321","JPN",2,7,2
"33322","JPN",2,6,2
"33323","JPN",NA,6,0
"33324","JPN",2,6,1
"33325","JPN",2,5,2
"33326","JPN",2,7,1
"33327","JPN",2,8,3
"33328","JPN",1,8,0
"33329","JPN",2,8,2
"33330","JPN",2,8,3
"33331","JPN",3,2,1
"33332","JPN",1,10,0
"33333","JPN",1,8,3
"33334","JPN",2,NA,1
"33335","JPN",3,6,0
"33336","JPN",2,6,1
"33337","JPN",1,6,2
"33338","JPN",3,3,2
"33339","JPN",3,2,2
"33340","JPN",1,8,2
"33341","JPN",2,4,3
"33342","JPN",2,8,3
"33343","JPN",1,8,2
"33344","JPN",3,4,0
"33345","JPN",1,10,0
"33346","JPN",1,9,1
"33347","JPN",NA,5,0
"33348","JPN",2,3,1
"33349","JPN",2,5,2
"33350","JPN",2,7,0
"33351","JPN",2,5,0
"33352","JPN",3,5,0
"33353","JPN",2,8,1
"33354","JPN",1,5,2
"33355","JPN",1,5,2
"33356","JPN",2,7,3
"33357","JPN",3,5,0
"33358","JPN",2,8,2
"33359","JPN",2,2,2
"33360","JPN",2,7,NA
"33361","JPN",2,8,1
"33362","JPN",1,7,0
"33363","JPN",1,7,1
"33364","JPN",2,6,0
"33365","JPN",2,8,3
"33366","JPN",4,3,0
"33367","JPN",3,4,0
"33368","JPN",2,8,2
"33369","JPN",2,7,2
"33370","JPN",3,4,2
"33371","JPN",2,7,1
"33372","JPN",2,7,0
"33373","JPN",2,7,2
"33374","JPN",2,5,2
"33375","JPN",1,6,0
"33376","JPN",3,4,2
"33377","JPN",2,7,3
"33378","JPN",2,8,3
"33379","JPN",1,8,3
"33380","JPN",2,8,2
"33381","JPN",1,9,2
"33382","JPN",2,6,2
"33383","JPN",1,8,2
"33384","JPN",1,8,3
"33385","JPN",2,5,1
"33386","JPN",2,8,1
"33387","JPN",2,8,2
"33388","JPN",1,10,2
"33389","JPN",2,8,1
"33390","JPN",2,8,1
"33391","JPN",2,7,2
"33392","JPN",2,6,3
"33393","JPN",1,NA,1
"33394","JPN",2,7,0
"33395","JPN",2,5,2
"33396","JPN",2,5,3
"33397","JPN",1,9,2
"33398","JPN",1,7,3
"33399","JPN",1,7,0
"33400","JPN",2,7,2
"33401","JPN",2,6,2
"33402","JPN",2,7,3
"33403","JPN",2,7,3
"33404","JPN",2,6,0
"33405","JPN",2,8,3
"33406","JPN",2,8,0
"33407","JPN",2,4,0
"33408","JPN",2,7,2
"33409","JPN",2,7,2
"33410","JPN",1,7,1
"33411","JPN",2,6,0
"33412","JPN",2,6,3
"33413","JPN",2,8,2
"33414","JPN",1,9,4
"33415","JPN",1,7,3
"33416","JPN",2,6,3
"33417","JPN",2,6,3
"33418","JPN",2,8,2
"33419","JPN",1,9,0
"33420","JPN",2,7,2
"33421","JPN",1,10,2
"33422","JPN",2,8,4
"33423","JPN",2,8,2
"33424","JPN",2,8,2
"33425","JPN",2,7,2
"33426","JPN",3,4,1
"33427","JPN",2,7,2
"33428","JPN",2,8,2
"33429","JPN",2,7,1
"33430","JPN",2,5,3
"33431","JPN",1,5,3
"33432","JPN",2,5,2
"33433","JPN",3,4,2
"33434","JPN",2,8,2
"33435","JPN",2,5,1
"33436","JPN",2,3,2
"33437","JPN",NA,5,0
"33438","JPN",1,7,0
"33439","JPN",2,7,2
"33440","JPN",2,6,1
"33441","JPN",2,6,4
"33442","JPN",3,4,0
"33443","JPN",2,8,1
"33444","JPN",2,7,3
"33445","JPN",3,7,2
"33446","JPN",2,4,0
"33447","JPN",2,8,3
"33448","JPN",1,8,2
"33449","JPN",2,9,2
"33450","JPN",2,5,2
"33451","JPN",1,7,2
"33452","JPN",2,7,2
"33453","JPN",2,5,2
"33454","JPN",NA,4,3
"33455","JPN",2,4,1
"33456","JPN",2,6,1
"33457","JPN",3,2,2
"33458","JPN",1,8,3
"33459","JPN",1,9,3
"33460","JPN",1,7,1
"33461","JPN",1,7,3
"33462","JPN",3,2,2
"33463","JPN",2,8,4
"33464","JPN",1,8,1
"33465","JPN",2,6,0
"33466","JPN",2,7,0
"33467","JPN",1,10,NA
"33468","JPN",2,5,3
"33469","JPN",2,4,NA
"33470","JPN",2,7,2
"33471","JPN",1,7,1
"33472","JPN",1,10,3
"33473","JPN",2,5,0
"33474","JPN",1,6,2
"33475","JPN",1,7,0
"33476","JPN",1,7,0
"33477","JPN",2,5,3
"33478","JPN",2,NA,1
"33479","JPN",1,5,2
"33480","JPN",2,8,2
"33481","JPN",3,NA,3
"33482","JPN",2,5,3
"33483","JPN",2,8,2
"33484","JPN",2,7,0
"33485","JPN",1,4,1
"33486","JPN",2,4,1
"33487","JPN",1,8,2
"33488","JPN",3,9,2
"33489","JPN",3,5,2
"33490","JPN",1,9,3
"33491","JPN",1,7,1
"33492","JPN",1,9,3
"33493","JPN",2,8,2
"33494","JPN",2,8,2
"33495","JPN",2,8,2
"33496","JPN",NA,4,0
"33497","KAZ",3,6,4
"33498","KAZ",1,8,0
"33499","KAZ",3,3,1
"33500","KAZ",2,10,3
"33501","KAZ",3,2,2
"33502","KAZ",2,7,2
"33503","KAZ",3,6,3
"33504","KAZ",3,9,1
"33505","KAZ",2,10,2
"33506","KAZ",2,8,2
"33507","KAZ",2,5,2
